monsterid,itemid
390000177,170005722
390000177,170005723
390000177,170006406
390000177,170006703
390000177,170012794
390000177,170012764
390000177,170013390
390000177,170013385
390000177,170013425
390000177,170013408
390000198,170000266
390000198,170002949
390000198,170001817
390000198,170000714
390000198,170002215
390000198,170001821
390000198,170003028
390000198,170004387
390000198,170002613
390000198,170003775
390000198,170003769
390000198,170000781
390000198,170000790
390000198,170004819
390000198,170004740
390000198,170002621
390000198,170004736
390000198,170004882
390000198,170004253
390000198,170002297
390000198,170005722
390000198,170005723
390000198,170005721
390000198,170006531
390000198,170013391
390000198,170012784
390000198,170013397
390000198,170013432
390000198,170013413
390000174,170003530
390000174,170002229
390000174,170000708
390000174,170001968
390000174,170003174
390000174,170004147
390000174,170004346
390000174,170002475
390000174,170003775
390000174,170003753
390000174,170002280
390000174,170001957
390000174,170003163
390000174,170000869
390000174,170005722
390000174,170005723
390000174,170006610
390000174,170006619
390000174,170006702
390000174,170012765
390000174,170013432
390000178,170003169
390000178,170004392
390000178,170002489
390000178,170003783
390000178,170001977
390000178,170005722
390000178,170005723
390000178,170006522
390000178,170013391
390000178,170012798
390000178,170013389
390000178,170013385
390000178,170013428
390000156,170005722
390000156,170005725
390000156,170013391
390000156,170013389
390000156,170012764
390000156,170013428
390000156,170013412
390000180,170000266
390000180,170001550
390000180,170004197
390000180,170004146
390000180,170001823
390000180,170003030
390000180,170003749
390000180,170002266
390000180,170004341
390000180,170000866
390000180,170002275
390000180,170002621
390000180,170000891
390000180,170002489
390000180,170003741
390000180,170001825
390000180,170003032
390000180,170000869
390000180,170003042
390000180,170001836
390000180,170005722
390000180,170005723
390000180,170005721
390000180,170013387
390000180,170012812
390000180,170013430
390000180,170013407
390000181,170000265
390000181,170004670
390000181,170001551
390000181,170001961
390000181,170003539
390000181,170000706
390000181,170000777
390000181,170002628
390000181,170000791
390000181,170002489
390000181,170004261
390000181,170002298
390000181,170003183
390000181,170005722
390000181,170005723
390000181,170005721
390000181,170006214
390000181,170013389
390000181,170012825
390000181,170012812
390000181,170013428
390000181,170013408
390000184,170003764
390000184,170001823
390000184,170003030
390000184,170003774
390000184,170002627
390000184,170000874
390000184,170003754
390000184,170002486
390000184,170003760
390000184,170001829
390000184,170003036
390000184,170000903
390000184,170005722
390000184,170005723
390000184,170006332
390000184,170006531
390000184,170006532
390000184,170006522
390000184,170013428
390000184,170013412
390000175,170000268
390000175,170001552
390000175,170000626
390000175,170001816
390000175,170003541
390000175,170003023
390000175,170002213
390000175,170000644
390000175,170001822
390000175,170003029
390000175,170002466
390000175,170003771
390000175,170002292
390000175,170004393
390000175,170003752
390000175,170000836
390000175,170002486
390000175,170001951
390000175,170003153
390000175,170000831
390000175,170000871
390000175,170005722
390000175,170005723
390000175,170006554
390000175,170006554
390000175,170006568
390000175,170006540
390000175,170006704
390000175,170013165
390000175,170013391
390000175,170012768
390000175,170013432
390000182,170000261
390000182,170001555
390000182,170004563
390000182,170003759
390000182,170003766
390000182,170000651
390000182,170004523
390000182,170001974
390000182,170003180
390000182,170001833
390000182,170003746
390000182,170002480
390000182,170002276
390000182,170002479
390000182,170002478
390000182,170002486
390000182,170004876
390000182,170002270
390000182,170001954
390000182,170003160
390000182,170003038
390000182,170003783
390000182,170005722
390000182,170005723
390000182,170006355
390000182,170006704
390000182,170012764
390000182,170013398
390000182,170012795
390000182,170013388
390000182,170013431
390000182,170013424
390000183,170004670
390000183,170001823
390000183,170003030
390000183,170000651
390000183,170003029
390000183,170004348
390000183,170002291
390000183,170002619
390000183,170003778
390000183,170000891
390000183,170002270
390000183,170001954
390000183,170003160
390000183,170001971
390000183,170003177
390000183,170000870
390000183,170006688
390000183,170006695
390000183,170005722
390000183,170005723
390000183,170005721
390000183,170006610
390000183,170006332
390000183,170006355
390000183,170012920
390000183,170013432
390000183,170013413
390001349,170005805
390001349,170005808
390001349,170005807
390001349,170005806
390001349,170005809
390001056,170003172
390001056,170004685
390001056,170003780
390001056,170004663
390001056,170003786
390001056,170003786
390001056,170002636
390001056,170002636
390001056,170003034
390001057,170013457
390001056,170006522
390000214,170001552
390000214,170004662
390000214,170004602
390000214,170004806
390000214,170004740
390000214,170001830
390000214,170003037
390000214,170002297
390000214,170005723
390000214,170005725
390000214,170013389
390000214,170013432
390000214,170013408
390000208,170006276
390000208,170006388
390000208,170006391
390000208,170006184
390000208,170006332
390000208,170006329
390000208,170006132
390000208,170006135
390000208,170006244
390000208,170006241
390000208,170006355
390000208,170006304
390000208,170006307
390000208,170006310
390000208,170006213
390000208,170006706
390000208,170012783
390000208,170013446
390000807,170005799
390000807,170006705
390000807,170013390
390000807,170013397
390000807,170013426
390000210,170001558
390000210,170000647
390000210,170001818
390000210,170003025
390000210,170001824
390000210,170003031
390000210,170002264
390000210,170004048
390000210,170002472
390000210,170003770
390000210,170003789
390000210,170000792
390000210,170000908
390000210,170001828
390000210,170003035
390000210,170004882
390000210,170003782
390000210,170002299
390000210,170005723
390000210,170005725
390000210,170006213
390000210,170013389
390000210,170012793
390000210,170013432
390000210,170013408
390000207,170001556
390000207,170003532
390000207,170003780
390000207,170001834
390000207,170003040
390000207,170004346
390000207,170002473
390000207,170002483
390000207,170004348
390000207,170000868
390000207,170003768
390000207,170003792
390000207,170001810
390000207,170001811
390000207,170003017
390000207,170004754
390000207,170003778
390000207,170002310
390000207,170001814
390000207,170003021
390000207,170001957
390000207,170002271
390000207,170003163
390000207,170001831
390000207,170003038
390000207,170000870
390000207,170003794
390000207,170003186
390000207,170005723
390000207,170005725
390000207,170006185
390000207,170006184
390000207,170006183
390000207,170006355
390000207,170006705
390000207,170012773
390000207,170012757
390000207,170013166
390000207,170013431
390000207,170013457
390000207,170013412
390001093,170013121
390001093,170013120
390001093,170013119
390001093,170013895
390001055,170001964
390001055,170003170
390001055,170004685
390001055,170002265
390001055,170003786
390001055,170002474
390001055,170002636
390001055,170002295
390001055,170000908
390001055,170001827
390001055,170002297
390001055,170006022
390001055,170005725
390001055,170006522
390000212,170000259
390000212,170001549
390000212,170000715
390000212,170001819
390000212,170003026
390000212,170002265
390000212,170004047
390000212,170004148
390000212,170002473
390000212,170003754
390000212,170002488
390000212,170004741
390000212,170000804
390000212,170004265
390000212,170002298
390000212,170003795
390000212,170005723
390000212,170005725
390000212,170006531
390000212,170012871
390000212,170013397
390000212,170013388
390000212,170013432
390000212,170013412
390000212,170013408
390000212,170014497
390000222,170001546
390000222,170001550
390000222,170001964
390000222,170002265
390000222,170003780
390000222,170004663
390000222,170003786
390000222,170002474
390000222,170002636
390000222,170004748
390000222,170002487
390000222,170002294
390000222,170002310
390000222,170001953
390000222,170001826
390000222,170002270
390000222,170004885
390000222,170001980
390000222,170005725
390000222,170006132
390000222,170006499
390000222,170006531
390000222,170006522
390000222,170013432
390000222,170013457
390000222,170013413
390000233,170006332
390000233,170006532
390000228,170000261
390000228,170001551
390000228,170000707
390000228,170003781
390000228,170004199
390000228,170001975
390000228,170003181
390000228,170002476
390000228,170002616
390000228,170004348
390000228,170002290
390000228,170002303
390000228,170002619
390000228,170002295
390000228,170000908
390000228,170003798
390000228,170001827
390000228,170003034
390000228,170000871
390000228,170004886
390000228,170002297
390000228,170000903
390000228,170005744
390000228,170005723
390000228,170005721
390000228,170006332
390000228,170006256
390000228,170006532
390000228,170012764
390000228,170013387
390000228,170012886
390000228,170013427
390000228,170013428
390000228,170013407
390000228,170013413
390000224,170001552
390000224,170000722
390000224,170003539
390000224,170004387
390000224,170000838
390000224,170000840
390000224,170002482
390000224,170002292
390000224,170002291
390000224,170000890
390000224,170004882
390000224,170004885
390000224,170004887
390000224,170001971
390000224,170000904
390000224,170003793
390000224,170005723
390000224,170005725
390000224,170013391
390000224,170012800
390000224,170013390
390000224,170013397
390000224,170013424
390000224,170013411
390000231,170003167
390000231,170001968
390000231,170001822
390000231,170001974
390000231,170003180
390000231,170002509
390000231,170002628
390000231,170003790
390000231,170002625
390000231,170004808
390000231,170000830
390000231,170001825
390000231,170003032
390000231,170004886
390000231,170002299
390000231,170005723
390000231,170005725
390000231,170006132
390000231,170012773
390000231,170013397
390000231,170013431
390000231,170013429
390000231,170013413
390000231,170013411
390000235,170000268
390000235,170003767
390000235,170001969
390000235,170003175
390000235,170004148
390000235,170004605
390000235,170002472
390000235,170000867
390000235,170004393
390000235,170004738
390000235,170002293
390000235,170003797
390000235,170002311
390000235,170002296
390000235,170004887
390000235,170001978
390000235,170003184
390000235,170004888
390000235,170005723
390000235,170005725
390000235,170006185
390000235,170006183
390000235,170006184
390000235,170006466
390000235,170006554
390000235,170012764
390000235,170013387
390000235,170012792
390000235,170013428
390000235,170013413
390000234,170000266
390000234,170000267
390000234,170001556
390000234,170001966
390000234,170000644
390000234,170004604
390000234,170002264
390000234,170001835
390000234,170003041
390000234,170004605
390000234,170002472
390000234,170002629
390000234,170004393
390000234,170002495
390000234,170003789
390000234,170004808
390000234,170002644
390000234,170002311
390000234,170001955
390000234,170004887
390000234,170001830
390000234,170003037
390000234,170004886
390000234,170003043
390000234,170005725
390000234,170012764
390000234,170013387
390000234,170012792
390000234,170013431
390000234,170013407
390000239,170006610
390000239,170006628
390000239,170006619
390000239,170006513
390000239,170006499
390000239,170006656
390000239,170006653
390000239,170006596
390000239,170006582
390000239,170006531
390000239,170006554
390000239,170006568
390000239,170006540
390000239,170006522
390000239,170012919
390000227,170001558
390000227,170004610
390000227,170001820
390000227,170003027
390000227,170000723
390000227,170002264
390000227,170004605
390000227,170002613
390000227,170002291
390000227,170003757
390000227,170002624
390000227,170002269
390000227,170001830
390000227,170003037
390000227,170002300
390000227,170005721
390000227,170006184
390000227,170006522
390000227,170013391
390000227,170012872
390000227,170013390
390000227,170013432
390000227,170013413
390000230,170000267
390000230,170001822
390000230,170003029
390000230,170002307
390000230,170002476
390000230,170002483
390000230,170000866
390000230,170003791
390000230,170002289
390000230,170000892
390000230,170000871
390000230,170003793
390000230,170005723
390000230,170005721
390000230,170006409
390000230,170006513
390000230,170013391
390000230,170012887
390000230,170012764
390000230,170013397
390000230,170013430
390000230,170013413
390000232,170001822
390000232,170003029
390000232,170004663
390000232,170004524
390000232,170003545
390000232,170004605
390000232,170000864
390000232,170004349
390000232,170002302
390000232,170002313
390000232,170002280
390000232,170000830
390000232,170000869
390000232,170001978
390000232,170003184
390000232,170003804
390000232,170005723
390000232,170005721
390000232,170006388
390000232,170006213
390000232,170012773
390000232,170013432
390000232,170013410
390000232,170013413
390000241,170000262
390000241,170004047
390000241,170003788
390000241,170000891
390000241,170003183
390000241,170013391
390000241,170012799
390000241,170012764
390000241,170013383
390000241,170013385
390000241,170013388
390000241,170013427
390000241,170013413
390000218,170002508
390000218,170003712
390000218,170004889
390000218,170005725
390000218,170013038
390000218,170013429
390000242,170000652
390000242,170000865
390000242,170003768
390000242,170002494
390000242,170002634
390000242,170000891
390000242,170003178
390000242,170005723
390000242,170006409
390000242,170006514
390000242,170012798
390000242,170012764
390000242,170013385
390000242,170013388
390000242,170013429
390000242,170013409
390000290,170000262
390000290,170000269
390000290,170002263
390000290,170003031
390000290,170003028
390000290,170002308
390000290,170004200
390000290,170002318
390000290,170002634
390000290,170003791
390000290,170002500
390000290,170000892
390000290,170002485
390000290,170003776
390000290,170002644
390000290,170004884
390000290,170003794
390000290,170005803
390000290,170005725
390000290,170005747
390000290,170006185
390000290,170006330
390000290,170013390
390000290,170012888
390000290,170013397
390000290,170013398
390000290,170013425
390000290,170013408
390000267,170000267
390000267,170001557
390000267,170004565
390000267,170003544
390000267,170002636
390000267,170002314
390000267,170004890
390000267,170004268
390000267,170003795
390000267,170005723
390000267,170005725
390000267,170005721
390000257,170001561
390000257,170004569
390000257,170001970
390000257,170003176
390000257,170000717
390000257,170004200
390000257,170002319
390000257,170002494
390000257,170002637
390000257,170004396
390000257,170000894
390000257,170000909
390000257,170002646
390000257,170004741
390000257,170003816
390000257,170004892
390000257,170003038
390000257,170004888
390000257,170000905
390000257,170003795
390000257,170002322
390000257,170005725
390000257,170005724
390000257,170006485
390000257,170006466
390000257,170006596
390000257,170006582
390000257,170006705
390000257,170012771
390000257,170013397
390000257,170013413
390000252,170001834
390000252,170003040
390000252,170004048
390000252,170004393
390000252,170002304
390000252,170003816
390000252,170000903
390000252,170005723
390000252,170005725
390000251,170000261
390000251,170000263
390000251,170004569
390000251,170004527
390000251,170004465
390000251,170002309
390000251,170000717
390000251,170000868
390000251,170004349
390000251,170002496
390000251,170002497
390000251,170004350
390000251,170003778
390000251,170003797
390000251,170002312
390000251,170001972
390000251,170004265
390000251,170001979
390000251,170003185
390000251,170006679
390000251,170005723
390000251,170005725
390000251,170006408
390000251,170006582
390000251,170012822
390000251,170013431
390000251,170013411
390000269,170000909
390000269,170002644
390000269,170004741
390000269,170002323
390000260,170001823
390000260,170001969
390000260,170003842
390000260,170003551
390000260,170002636
390000260,170003809
390000260,170002645
390000260,170003814
390000260,170001973
390000260,170003179
390000260,170003804
390000260,170005723
390000260,170005725
390000260,170005721
390000260,170005747
390000260,170006184
390000260,170006256
390000260,170013398
390000260,170013425
390000260,170013426
390000260,170013431
390000260,170013407
390000250,170004569
390000250,170000651
390000250,170003779
390000250,170000716
390000250,170004466
390000250,170003842
390000250,170002626
390000250,170002635
390000250,170000875
390000250,170003809
390000250,170003777
390000250,170002623
390000250,170002644
390000250,170002490
390000250,170000897
390000250,170003782
390000250,170000870
390000250,170003042
390000250,170001836
390000250,170003046
390000250,170001839
390000250,170006683
390000250,170005723
390000250,170005725
390000250,170006619
390000250,170012817
390000250,170013390
390000250,170013398
390000250,170013430
390000250,170013411
390000240,170003781
390000240,170001970
390000240,170003176
390000240,170004661
390000240,170001975
390000240,170002509
390000240,170003771
390000240,170003790
390000240,170002326
390000240,170004742
390000240,170002312
390000240,170002647
390000240,170002313
390000240,170001829
390000240,170003036
390000240,170001837
390000240,170002301
390000240,170004889
390000240,170005723
390000240,170005720
390000240,170006409
390000240,170006400
390000240,170012873
390000240,170013391
390000240,170013388
390000240,170013427
390000240,170013413
390000268,170001561
390000268,170002309
390000268,170003544
390000268,170004054
390000268,170003810
390000268,170000898
390000268,170004889
390000268,170001980
390000268,170003186
390000268,170005723
390000268,170005725
390000268,170006705
390000268,170013398
390000258,170001562
390000258,170004146
390000258,170004524
390000258,170004565
390000258,170002308
390000258,170000717
390000258,170003544
390000258,170003543
390000258,170003843
390000258,170002629
390000258,170002637
390000258,170002304
390000258,170004396
390000258,170002638
390000258,170002645
390000258,170003799
390000258,170004743
390000258,170002504
390000258,170001980
390000258,170000949
390000258,170005724
390000258,170006554
390000258,170012789
390000258,170013398
390000258,170013432
390000258,170013410
390000262,170003039
390000262,170003543
390000262,170004201
390000262,170000961
390000262,170002482
390000262,170002496
390000262,170000876
390000262,170002304
390000262,170000895
390000262,170000910
390000262,170004892
390000262,170004891
390000262,170004268
390000262,170001979
390000262,170003185
390000262,170003188
390000262,170005723
390000262,170005725
390000262,170006628
390000262,170006704
390000262,170012764
390000262,170013387
390000262,170013385
390000262,170013397
390000262,170012796
390000262,170013425
390000262,170013410
390000291,170001821
390000291,170003028
390000291,170001976
390000291,170004201
390000291,170000962
390000291,170003792
390000291,170000874
390000291,170004396
390000291,170002639
390000291,170002625
390000291,170000911
390000291,170000910
390000291,170000899
390000291,170001973
390000291,170003179
390000291,170003794
390000291,170003044
390000291,170001838
390000291,170004889
390000291,170003047
390000291,170001840
390000291,170005725
390000291,170006620
390000291,170006253
390000291,170006705
390000291,170013391
390000291,170012889
390000291,170013397
390000291,170013431
390000291,170013412
390000253,170003788
390000253,170004605
390000253,170003544
390000253,170004349
390000253,170000875
390000253,170002645
390000253,170002300
390000253,170005723
390000253,170005725
390000253,170005721
390000253,170006705
390000253,170013397
390000246,170000269
390000246,170003182
390000246,170001976
390000246,170004524
390000246,170003545
390000246,170004661
390000246,170002320
390000246,170000874
390000246,170002640
390000246,170004891
390000246,170001837
390000246,170003805
390000246,170005723
390000246,170005752
390000246,170005721
390000246,170006540
390000246,170013391
390000246,170012874
390000246,170014486
390000254,170001563
390000254,170004466
390000254,170004209
390000254,170000960
390000254,170002501
390000254,170004742
390000254,170003793
390000254,170005723
390000254,170013398
390000259,170001557
390000259,170003534
390000259,170004604
390000259,170004663
390000259,170004466
390000259,170004605
390000259,170000652
390000259,170002474
390000259,170002285
390000259,170003769
390000259,170003768
390000259,170002496
390000259,170002495
390000259,170002501
390000259,170002295
390000259,170003797
390000259,170000807
390000259,170004894
390000259,170003760
390000259,170004884
390000259,170002296
390000259,170004265
390000259,170001978
390000259,170005725
390000259,170006407
390000259,170006629
390000259,170006554
390000259,170006710
390000259,170006705
390000259,170013389
390000259,170012793
390000259,170013387
390000259,170012792
390000259,170013432
390000259,170013429
390000259,170013412
390000259,170013408
390000282,170001565
390000282,170004148
390000282,170004661
390000282,170003790
390000282,170004743
390000282,170000910
390000282,170003044
390000282,170001838
390000282,170005723
390000282,170005725
390000282,170006705
390000282,170013397
390000279,170004466
390000279,170004565
390000279,170004200
390000279,170004888
390000279,170005725
390000279,170005724
390000279,170006610
390000279,170006628
390000279,170006619
390000279,170006513
390000279,170006485
390000279,170006499
390000279,170006466
390000279,170006596
390000279,170006582
390000279,170006531
390000279,170006554
390000279,170006568
390000279,170006540
390000279,170006522
390001108,170013387
390000281,170001563
390000281,170000270
390000281,170004661
390000281,170004201
390000281,170004458
390000281,170003842
390000281,170002333
390000281,170002635
390000281,170000893
390000281,170003810
390000281,170002519
390000281,170002491
390000281,170000897
390000281,170000907
390000281,170004890
390000281,170003825
390000281,170006356
390000281,170006706
390000281,170012797
390000281,170013398
390000281,170013388
390000281,170013432
390000281,170013430
390000281,170013410
390000281,170013408
390001039,170001563
390001039,170000270
390001039,170001835
390001039,170003041
390001039,170004661
390001039,170004458
390001039,170003842
390001039,170002333
390001039,170002635
390001039,170000893
390001039,170003810
390001039,170004394
390001039,170002519
390001039,170000897
390001039,170004890
390001039,170003804
390001039,170003825
390001039,170006599
390001039,170006586
390001039,170006629
390001039,170006706
390001039,170013398
390001039,170013388
390001039,170013432
390001039,170013430
390001039,170013457
390001039,170013410
390001039,170013408
390000284,170000260
390000284,170000267
390000284,170004460
390000284,170000839
390000284,170002303
390000284,170000889
390000284,170004809
390000284,170004884
390000284,170002299
390000284,170005723
390000284,170005725
390000284,170006531
390000284,170006540
390000284,170006704
390000284,170013391
390000284,170012800
390000284,170012799
390000284,170013390
390000284,170013385
390000284,170013388
390000284,170013426
390000284,170013431
390000284,170013410
390000284,170013408
390000283,170001564
390000283,170000269
390000283,170000961
390000283,170004396
390000283,170002639
390000283,170002316
390000283,170004812
390000283,170004891
390000283,170003805
390000283,170005725
390000283,170005724
390000283,170005721
390000283,170006705
390000272,170000716
390000272,170002509
390000272,170003553
390000272,170004608
390000272,170000960
390000272,170002318
390000272,170002332
390000272,170000895
390000272,170003839
390000272,170002489
390000272,170000909
390000272,170003814
390000272,170004811
390000272,170000899
390000272,170002516
390000272,170003044
390000272,170001984
390000272,170002322
390000272,170003046
390000272,170003188
390000272,170001839
390000272,170003824
390000272,170005725
390000272,170006388
390000272,170006242
390000272,170012875
390000272,170013397
390000272,170013388
390000272,170013426
390000272,170013409
390000288,170002510
390000288,170004608
390000288,170003555
390000288,170004091
390000288,170004344
390000288,170004747
390000288,170004813
390000288,170003817
390000288,170000952
390000288,170002323
390000288,170004301
390000288,170005724
390000288,170005721
390000288,170013397
390000255,170004052
390000255,170001564
390000255,170003786
390000255,170004525
390000255,170002660
390000255,170002659
390000255,170003828
390000255,170002500
390000255,170004350
390000255,170002327
390000255,170003841
390000255,170004742
390000255,170002647
390000255,170003816
390000255,170002515
390000255,170002664
390000255,170001978
390000255,170003184
390000255,170002322
390000255,170000950
390000255,170002346
390000255,170006683
390000255,170005804
390000255,170005725
390000255,170005749
390000255,170005721
390000255,170006276
390000255,170006403
390000255,170006213
390000255,170013389
390000255,170012890
390000255,170013398
390000255,170013432
390000255,170013429
390000256,170004683
390000256,170001569
390000256,170001566
390000256,170004679
390000256,170004608
390000256,170004567
390000256,170002677
390000256,170000909
390000256,170003796
390000256,170004885
390000256,170003784
390000256,170003184
390000256,170000945
390000256,170003827
390000256,170006683
390000256,170005725
390000256,170005721
390000256,170006628
390000256,170006653
390000256,170006213
390000256,170012922
390000256,170013432
390000256,170013457
390000273,170000263
390000273,170002307
390000273,170002320
390000273,170002659
390000273,170003829
390000273,170002497
390000273,170002637
390000273,170002639
390000273,170000894
390000273,170002325
390000273,170002335
390000273,170004743
390000273,170002313
390000273,170002648
390000273,170002502
390000273,170002329
390000273,170003043
390000273,170003044
390000273,170001838
390000273,170000952
390000273,170001982
390000273,170003805
390000273,170003199
390000273,170003053
390000273,170003198
390000273,170001992
390000273,170005725
390000273,170005721
390000273,170006403
390000273,170006596
390000273,170006705
390000273,170012876
390000273,170013387
390000273,170013432
390000273,170013410
390000273,170014513
390000285,170000270
390000285,170002321
390000285,170003555
390000285,170004489
390000285,170004168
390000285,170002327
390000285,170003811
390000285,170004394
390000285,170004746
390000285,170000950
390000285,170003047
390000285,170001840
390000285,170004914
390000285,170005725
390000285,170005724
390000285,170005721
390000285,170013398
390000287,170001566
390000287,170002320
390000287,170004672
390000287,170004525
390000287,170004609
390000287,170004225
390000287,170004537
390000287,170003809
390000287,170004745
390000287,170000899
390000287,170001983
390000287,170003189
390000287,170005725
390000287,170005724
390000287,170005721
390000287,170013397
390000289,170000270
390000289,170002662
390000289,170003553
390000289,170004628
390000289,170004697
390000289,170004350
390000289,170002327
390000289,170002310
390000289,170003815
390000289,170004815
390000289,170004893
390000289,170000950
390000289,170005725
390000289,170005724
390000289,170006706
390000286,170000269
390000286,170004602
390000286,170003843
390000286,170004458
390000286,170003551
390000286,170004225
390000286,170000896
390000286,170004421
390000286,170002504
390000286,170004751
390000286,170004273
390000286,170002322
390000286,170005725
390000286,170005724
390000286,170005721
390000286,170013397
390000263,170004670
390000263,170003787
390000263,170003844
390000263,170002507
390000263,170004054
390000263,170003204
390000263,170001998
390000263,170004395
390000263,170000875
390000263,170002501
390000263,170002327
390000263,170000896
390000263,170003838
390000263,170003799
390000263,170003798
390000263,170002314
390000263,170002650
390000263,170000898
390000263,170003835
390000263,170000906
390000263,170003190
390000263,170003188
390000263,170001846
390000263,170002347
390000263,170005723
390000263,170005724
390000263,170005748
390000263,170006396
390000263,170006582
390000263,170012891
390000263,170013398
390000263,170013430
390000263,170013413
390000292,170000264
390000292,170003788
390000292,170000962
390000292,170002321
390000292,170004149
390000292,170003552
390000292,170002332
390000292,170003840
390000292,170002505
390000292,170004746
390000292,170002315
390000292,170002330
390000292,170004275
390000292,170002300
390000292,170003806
390000292,170003047
390000292,170001840
390000292,170003053
390000292,170005725
390000292,170005724
390000292,170006409
390000292,170006540
390000292,170006704
390000292,170012823
390000292,170013387
390000292,170013386
390000292,170013425
390000292,170013431
390000295,170001146
390000295,170001997
390000295,170003203
390000295,170004343
390000295,170002338
390000295,170003836
390000295,170004895
390000295,170003055
390000295,170001848
390000295,170005725
390000295,170005724
390001354,170005723
390001354,170005725
390000294,170001564
390000294,170000264
390000294,170002321
390000294,170001842
390000294,170003049
390000294,170003792
390000294,170004808
390000294,170002312
390000294,170004745
390000294,170003837
390000294,170004885
390000294,170004890
390000294,170003047
390000294,170001840
390000294,170000946
390000294,170005725
390000294,170005724
390000294,170005747
390000294,170006241
390000294,170006253
390000294,170006213
390000294,170013398
390000294,170013431
390000294,170013457
390000296,170004059
390000296,170001842
390000296,170003829
390000296,170002678
390000296,170000987
390000296,170002348
390000296,170004277
390000296,170005725
390000296,170005724
390000299,170004565
390000299,170002661
390000299,170002510
390000299,170002319
390000299,170004209
390000299,170001843
390000299,170003050
390000299,170000876
390000299,170002501
390000299,170002499
390000299,170002336
390000299,170002645
390000299,170002503
390000299,170000900
390000299,170002650
390000299,170000907
390000299,170000949
390000299,170001983
390000299,170003189
390000299,170003054
390000299,170005725
390000299,170005721
390000299,170006620
390000299,170006706
390000299,170013387
390000299,170012877
390000299,170013432
390000299,170013408
390000301,170000267
390000301,170001560
390000301,170004679
390000301,170004605
390000301,170004661
390000301,170001996
390000301,170003202
390000301,170003555
390000301,170000893
390000301,170002677
390000301,170003839
390000301,170000987
390000301,170004743
390000301,170003815
390000301,170002516
390000301,170002665
390000301,170003201
390000301,170005802
390000301,170005725
390000301,170005745
390000301,170005721
390000301,170006304
390000301,170013391
390000301,170013430
390000301,170013457
390000301,170013413
390000302,170004663
390000302,170004605
390000302,170002320
390000302,170000961
390000302,170003844
390000302,170001842
390000302,170003049
390000302,170002638
390000302,170002678
390000302,170002311
390000302,170002503
390000302,170002316
390000302,170004745
390000302,170002518
390000302,170001977
390000302,170003048
390000302,170001841
390000302,170004273
390000302,170003046
390000302,170005804
390000302,170005724
390000302,170005745
390000302,170005721
390000302,170006409
390000302,170006540
390000302,170013391
390000302,170012892
390000302,170013397
390000302,170013427
390000297,170002345
390000297,170002519
390000297,170003838
390000297,170004749
390000297,170000947
390000297,170003200
390000298,170003844
390000298,170004673
390000298,170004210
390000298,170001853
390000298,170003060
390000298,170002355
390000298,170002664
390000298,170002363
390000298,170013007
390000310,170002333
390000310,170000987
390000310,170003855
390000310,170002516
390000310,170002517
390000310,170004749
390000310,170003055
390000310,170003200
390000310,170001848
390000310,170005725
390000310,170005724
390000310,170013398
390000303,170000264
390000303,170004565
390000303,170003553
390000303,170004525
390000303,170003554
390000303,170003556
390000303,170003829
390000303,170003852
390000303,170002522
390000303,170002679
390000303,170002517
390000303,170002666
390000303,170003048
390000303,170001841
390000303,170000947
390000303,170001995
390000303,170005724
390000303,170006332
390000303,170006329
390000303,170013398
390000303,170013411
390000303,170014483
390000303,170014484
390000300,170002309
390000300,170002662
390000300,170004469
390000300,170002508
390000300,170002640
390000300,170002520
390000300,170002338
390000300,170003797
390000300,170003817
390000300,170004812
390000300,170002504
390000300,170002665
390000300,170001984
390000300,170004273
390000300,170002323
390000300,170000951
390000300,170003199
390000300,170003055
390000300,170005725
390000300,170005724
390000300,170006467
390000300,170013391
390000300,170012878
390000300,170013398
390000300,170013432
390000300,170014494
390000300,170014509
390000304,170003544
390000304,170000961
390000304,170002321
390000304,170004567
390000304,170002334
390000304,170001996
390000304,170003202
390000304,170002326
390000304,170003811
390000304,170002676
390000304,170002491
390000304,170004810
390000304,170003815
390000304,170002517
390000304,170002666
390000304,170001024
390000304,170000905
390000304,170002324
390000304,170000950
390000304,170001847
390000304,170003200
390000304,170005825
390000304,170005746
390000304,170005724
390000304,170005721
390000304,170006629
390000304,170006213
390000304,170012893
390000304,170013398
390000304,170013409
390000304,170013408
390000305,170006277
390000305,170006611
390000305,170006629
390000305,170006514
390000305,170006185
390000305,170006333
390000305,170006133
390000305,170006486
390000305,170006500
390000305,170006467
390000305,170006245
390000305,170006242
390000305,170006597
390000305,170006356
390000305,170006305
390000305,170006308
390000305,170006311
390000305,170006583
390000305,170006532
390000305,170006214
390000305,170006555
390000305,170006569
390000305,170006541
390000305,170006523
390000308,170004459
390000308,170001147
390000308,170003555
390000308,170002529
390000308,170004818
390000308,170003826
390000308,170002339
390000308,170002674
390000308,170005804
390000308,170005724
390000306,170000264
390000306,170004209
390000306,170003050
390000306,170000988
390000306,170001027
390000306,170003836
390000306,170002346
390000306,170003824
390000306,170003846
390000306,170005802
390000306,170005825
390000306,170005725
390000306,170005724
390000306,170006388
390000306,170006400
390000306,170013397
390000306,170013398
390000306,170013457
390000306,170013412
390000306,170014489
390000311,170001150
390000311,170004568
390000311,170002521
390000311,170002687
390000311,170002533
390000311,170002347
390000311,170005725
390000311,170013397
390001043,170004747
390000307,170000270
390000307,170001025
390000307,170003825
390000307,170003055
390000307,170005802
390000307,170005825
390000307,170005725
390000307,170005724
