id,name,lv
170004388,法师长杖,25
170004389,蓝宝石长杖,15
170004390,古树长杖,20
170004391,祖母綠长杖,15
170004392,白龙之杖,55
170004393,魔灵之翼,65
170004394,魔灵之魂,85
170004395,枫叶权杖,35
170004396,死灵法杖,75
170004397,枫树杖,51
170004398,枫叶杖,43
170004399,烈焰之杖,80
170004400,孙家之杖,52
170004401,毒蘑菇,30
170004402,香菇,92
170004403,金轮杖,30
170004404,翡翠之杖,35
170004405,护法之杖,40
170004406,精灵长杖,35
170004407,白龙之杖,45
170004408,魔灵之翼,55
170004409,死灵法杖,65
170004410,魔灵之魂,75
170004411,精灵长杖,35
170004412,白龙之杖,45
170004413,魔灵之翼,55
170004414,死灵法杖,65
170004415,魔灵之魂,75
170004416,精灵长杖,35
170004417,白龙之杖,45
170004418,魔灵之翼,55
170004419,死灵法杖,65
170004420,魔灵之魂,75
170004421,冰肌玲珑杖,95
170004422,黑精灵王杖,110
170004423,偃月之杖,102
170004424,糖葫芦,55
170004425,枫叶丹心杖,64
170004426,枫叶3年旗,30
170004427,暗夜之杖,43
170004428,粉色花边游泳圈,30
170004429,新加坡旗 (魔法杖),30
170004430,马来西亚旗 (魔法杖),30
170004431,火灵珠长杖,103
170004432,毒灵珠长杖,103
170004433,冰灵珠长杖,103
170004434,雷灵珠长杖,103
170004435,朱雀长杖,163
170004436,玄武长杖,163
170004437,白虎长杖,163
170004438,青龙长杖,163
170004439,天体长杖,70
170004440,Umaru(XXMS),10
170004441,Umarusuma(XXMS),40
170004442,Umarumagna(XXMS),80
170004443,永恒冰轮杖,120
170004444,转化用木制长杖,0
170004445,Unknown,120
170004446,暗焰红电弧杖,100
170004447,Unknown,30
170004448,Unknown,110
170004449,Unknown,85
170004450,Unknown,95
170004451,Unknown,58
170004452,Unknown,35
170004453,Unknown,0
170004454,双手剑,20
170004455,木剑,10
170004456,大刀,30
170004457,虎剑,50
170004458,青云剑,80
170004459,斩魔刀,90
170004460,高原之剑,35
170004461,半月巨刀,40
170004462,钢铁剑,25
170004463,木球棍,0
170004464,铝球棍,30
170004465,无极剑,60
170004466,霸王剑,70
170004467,白日剑,50
170004468,温度计,10
170004469,亚历山大之剑,80
170004470,所罗门之剑,90
170004471,船长佩剑,65
170004472,幻木剑,15
170004473,大刀,20
170004474,虎剑,35
170004475,无极剑,50
170004476,霸王剑,60
170004477,亚历山大之剑,70
170004478,大刀,20
170004479,虎剑,35
170004480,无极剑,50
170004481,霸王剑,60
170004482,亚历山大之剑,70
170004483,鬼刺狼牙棒,45
170004484,大刀,20
170004485,狮牙刀,35
170004486,斯巴达刀,50
170004487,殒灭王剑,60
170004488,天门之剑,70
170004489,斩天刀,100
170004490,飞龙巨剑,110
170004491,龙背刃,100
170004492,101模型,85
170004493,枫叶枭首剑,64
170004494,枫叶3年旗,30
170004495,粉色花边游泳圈,30
170004496,新加坡旗 (双手剑),30
170004497,Unknown,30
170004498,南瓜灯笼,30
170004499,Tiger's Fang(XXMS),50
170004500,永恒玄冥剑,120
170004501,Unknown,120
170004502,乌之翼,80
170004503,暗乌之翼,90
170004504,黎明乌之翼,90
170004505,黄昏乌之翼,80
170004506,Unknown,30
170004507,Unknown,80
170004508,Unknown,80
170004509,Unknown,90
170004510,Unknown,90
170004511,Unknown,100
170004512,Unknown,150
170004513,Unknown,58
170004514,樱花伞,90
170004515,Unknown,35
170004516,双手斧,25
170004517,铁斧,10
170004518,钢铁斧,20
170004519,太阳之斧,50
170004520,绿蛇刀,35
170004521,格斗斧,40
170004522,重型巨斧,30
170004523,光明斧,60
170004524,雷电斧,70
170004525,大力神之斧,80
170004526,项羽之斧,90
170004527,枫叶斧,43
170004528,伐木斧,15
170004529,太阳之斧,35
170004530,光明斧,50
170004531,雷电斧,60
170004532,大力神之斧,70
170004533,太阳之斧,35
170004534,光明斧,50
170004535,雷电斧,60
170004536,大力神之斧,70
170004537,龙魂祭,100
170004538,太阳之斧,35
170004539,光明斧,50
170004540,雷电斧,60
170004541,太阳神之斧,70
170004542,炼狱魔龙斧,110
170004543,枫叶乾坤轮,64
170004544,枫叶3年旗,30
170004545,粉色花边游泳圈,30
170004546,新加坡旗 (双手斧),30
170004547,马来西亚旗 (双手斧),30
170004548,月牙斧,70
170004549,永恒碎鼋斧,120
170004550,重生碎鼋斧,120
170004551,圣诞六翼天使武器(双手斧),30
170004552,Unknown,80
170004553,Unknown,90
170004554,Unknown,35
170004555,木锤,10
170004556,锂矿锤,30
170004557,钢铁圆锤,15
170004558,方形锤子,20
170004559,板手,25
170004560,黄金锤,50
170004561,十字镐,20
170004562,巨人锤,40
170004563,大锤,35
170004564,妖精之锤,60
170004565,封魂之锤,70
170004566,酒瓶,30
170004567,雷神之锤,80
170004568,狮子之魂,90
170004569,枫叶锤,43
170004570,黄金锤,35
170004571,妖精之锤,50
170004572,封魂之锤,60
170004573,雷神之锤,70
170004574,黄金锤,35
170004575,妖精之锤,50
170004576,封魂之锤,60
170004577,雷神之锤,70
170004578,黄金锤,35
170004579,天使祝福之锤,50
170004580,巨大锤,60
170004581,雷神之锤,70
170004582,泰坦之锤,100
170004583,金龙轰天锤,110
170004584,枫叶轰天镗,64
170004585,粉红海豹抱枕,105
170004586,蓝色海豹抱枕,105
170004587,枫叶3年旗,30
170004588,粉色花边游泳圈,30
170004589,新加坡旗 (双手钝器),30
170004590,Unknown,30
170004591,玩具匠人的锤子,40
170004592,永恒威震天,120
170004593,重生威震天,120
170004594,圣诞六翼天使武器(双手钝器),30
170004595,Unknown,80
170004596,Unknown,90
170004597,Unknown,35
170004598,长枪,10
170004599,叉枪,15
170004600,三支枪,30
170004601,刺枪,35
170004602,长八蛇矛,50
170004603,双天戟,40
170004604,十字枪,60
170004605,银龙枪,70
170004606,海神叉,20
170004607,木精灵枪,20
170004608,奥丁手戟,80
170004609,寒冰破魔枪,90
170004610,枫叶枪,43
170004611,南瓜枪,25
170004612,海神叉,20
170004613,红色滑雪板,13
170004614,橙色滑雪板,33
170004615,绿色滑雪板,55
170004616,蓝色滑雪板,85
170004617,三支枪,20
170004618,长八蛇矛,35
170004619,十字枪,50
170004620,银龙枪,60
170004621,奥丁手戟,70
170004622,三支枪,20
170004623,长八蛇矛,35
170004624,十字枪,50
170004625,银龙枪,60
170004626,奥丁手戟,70
170004627,Unknown,10
170004628,红莲落神枪,100
170004629,三支枪,20
170004630,赤蛇枪,35
170004631,十字枪,50
170004632,赎回之枪,60
170004633,欧米茄戟,70
170004634,Unknown,45
170004635,枫叶大将旗,75
170004636,盘龙七冲枪,110
170004637,钓鱼竿,45
170004638,枫叶钻天枪,64
170004639,枫叶3年旗,30
170004640,粉色花边游泳圈,30
170004641,新加坡旗 (长枪),30
170004642,马来西亚旗 (长枪),30
170004643,曝阳之枪,70
170004644,圣诞树手杖,30
170004645,永恒显圣枪,120
170004646,铲子,105
170004647,Unknown,120
170004648,Unknown,30
170004649,Unknown,110
170004650,Unknown,80
170004651,Unknown,90
170004652,Unknown,35
170004653,铁戟,10
170004654,锂矿戟,30
170004655,月灵戟,120
170004656,斧戟,35
170004657,拖把,25
170004658,九龙刀,50
170004659,蓝铁锤,15
170004660,幻影,20
170004661,黄龙刀,70
170004662,月牙戟,40
170004663,方天戟,60
170004664,冲浪板,30
170004665,天空雪板,0
170004666,沧海雪板,12
170004667,银雪板,24
170004668,黄金雪板,36
170004669,黑雪板,48
170004670,赤血雪板,60
170004671,冻冻鱼,20
170004672,月神刀,80
170004673,巨灵开山斧,90
170004674,黄拖把,13
170004675,白拖把,65
170004676,黑拖把,36
170004677,枫叶矛,43
170004678,青龙偃月刀,48
170004679,红色冲浪板,95
170004680,绿色冲浪板,55
170004681,蓝色冲浪板,45
170004682,紫色冲浪板,15
170004683,枫之雪板,70
170004684,九龙刀,35
170004685,方天戟,50
170004686,黄龙刀,60
170004687,月神刀,70
170004688,九龙刀,35
170004689,方天戟,50
170004690,黄龙刀,60
170004691,月神刀,70
170004692,冻冻鱼,10
170004693,九龙刀,35
170004694,方天戟,50
170004695,黄龙刀,60
170004696,月食之戟,70
170004697,战魂斗杀戟,100
170004698,血龙神斧,110
170004699,超级滑雪板,50
170004700,黄色情人玫瑰,0
170004701,红色情人玫瑰,12
170004702,蓝色情人玫瑰,48
170004703,白色情人玫瑰,24
170004704,枫叶强袭斧,64
170004705,枫叶3年旗,30
170004706,粉色花边游泳圈,30
170004707,红色滑水板,15
170004708,绿色滑水板,45
170004709,蓝色滑水板,55
170004710,紫色滑水板,95
170004711,新加坡旗 (矛),30
170004712,Unknown,30
170004713,天之信使,70
170004714,德拉马仙人掌,30
170004715,永恒神光戟,120
170004716,蓝色冲浪板,30
170004717,红色冲浪板,55
170004718,Unknown,120
170004719,暗焰红电弧戟,100
170004720,红色冲浪板,95
170004721,绿色冲浪板,55
170004722,Unknown,30
170004723,Unknown,80
170004724,Unknown,90
170004725,Unknown,0
170004726,Unknown,10
170004727,Unknown,58
170004728,Unknown,0
170004729,Unknown,30
170004730,Unknown,29
170004731,Unknown,35
170004732,战斗弓,25
170004733,打猎弓,20
170004734,长弓,10
170004735,钢铁弓,15
170004736,凤凰之弓,60
170004737,雷电,30
170004738,火焰之弓,35
170004739,暴风弓,40
170004740,天弓,50
170004741,赤神弓,70
170004742,青神弓,70
170004743,黄神弓,70
170004744,青龙弓,80
170004745,朱雀弓,80
170004746,黄虎弓,80
170004747,玄武弓,80
170004748,漂云之弓,35
170004749,魔翼之弓,90
170004750,天蝎之弓,65
170004751,天鹰弓(白),100
170004752,天鹰弓(黄),100
170004753,天鹰弓(黑),100
170004754,枫叶弓,43
170004755,曹家之弓,54
170004756,绿林弓,11
170004757,蓝色梅杜斯,90
170004758,黑色梅杜斯,90
170004759,雷电,20
170004760,天弓,35
170004761,凤凰之弓,50
170004762,黄神弓,60
170004763,玄武弓,70
170004764,雷电,20
170004765,天弓,35
170004766,凤凰之弓,50
170004767,黄神弓,60
170004768,玄武弓,70
170004769,Unknown,10
170004770,雷电,20
170004771,天弓,35
170004772,凤凰之弓,50
170004773,黄神弓,60
170004774,暝暗斗弓,70
170004775,金龙振翅弓,110
170004776,枫叶天后弓,64
170004777,枫叶3年旗,30
170004778,粉色花边游泳圈,30
170004779,新加坡旗 (弓箭),30
170004780,马来西亚旗 (弓箭),30
170004781,初级弓手的弓,10
170004782,仙女座之弓,70
170004783,Winkel(XXMS),55
170004784,Akha(XXMS),10
170004785,Akhasuma(XXMS),40
170004786,Akhamagna(XXMS),80
170004787,永恒惊电弓,120
170004788,Unknown,0
170004789,Unknown,120
170004790,暗焰红电弧弓,100
170004791,Unknown,30
170004792,Unknown,110
170004793,Unknown,80
170004794,Unknown,80
170004795,Unknown,80
170004796,Unknown,80
170004797,Unknown,90
170004798,Unknown,58
170004799,Unknown,35
170004800,山羊弩,28
170004801,弩弓,12
170004802,战斗弩弓,18
170004803,猎弩弓,22
170004804,鹰弩,32
170004805,双弦弩,38
170004806,白银弩,42
170004807,炎弩,50
170004808,黄金弩,60
170004809,破天弩弓,70
170004810,沧海弩弓,80
170004811,炎帝弩弓,80
170004812,金天弩弓,80
170004813,黑暗弩弓,80
170004814,枫叶玉弩,35
170004815,光圣鹞弩(白),100
170004816,金圣鹞弩(黄),100
170004817,黑暗圣鹞弩,100
170004818,红炎神机弩,90
170004819,枫叶弩,43
170004820,烈焰之弩,83
170004821,闇黑弩,90
170004822,黄色可撒弩,90
170004823,山羊弩,18
170004824,炎弩,35
170004825,黄金弩,50
170004826,破天弩弓,60
170004827,黑暗弩弓,70
170004828,山羊弩,18
170004829,炎弩,35
170004830,黄金弩,50
170004831,破天弩弓,60
170004832,黑暗弩弓,70
170004833,山弯弓,18
170004834,炎弯弓,35
170004835,黄金弯弓,50
170004836,破天弯弓,60
170004837,黑暗弯弓,70
170004838,黄金飞龙弩,110
170004839,枫叶击星弩,64
170004840,枫叶3年旗,30
170004841,粉色花边游泳圈,30
170004842,新加坡旗 (弯弓),30
170004843,马来西亚旗 (弯弓),30
170004844,虚空猎弯弓,70
170004845,Xaru(XXMS),10
170004846,Xarusuma(XXMS),40
170004847,Xarumagna(XXMS),80
170004848,永恒冥雷弩,120
170004849,Unknown,120
170004850,Raven's Eye(XXMS),80
170004851,Night Raven's Eye(XXMS),90
170004852,黎明乌眼弯弓,90
170004853,黄昏乌眼弯弓,80
170004854,Unknown,30
170004855,Unknown,80
170004856,Unknown,80
170004857,Unknown,80
170004858,Unknown,80
170004859,Unknown,90
170004860,Unknown,100
170004861,Unknown,32
170004862,拳套,10
170004863,钢铁拳套,15
170004864,锂矿拳套,15
170004865,黄金拳套,15
170004866,青铜指虎,20
170004867,钢铁指虎,20
170004868,朱矿指虎,20
170004869,狼牙,25
170004870,钢铁斗拳,30
170004871,锂矿斗拳,30
170004872,朱矿斗拳,30
170004873,青铜守护拳套,35
170004874,银守护拳套,35
170004875,黑守护拳套,35
170004876,钢铁护腕,40
170004877,赤红护腕,40
170004878,朱矿护腕,40
170004879,黑护腕,40
170004880,钢铁手甲,50
170004881,赤红手甲,50
170004882,蓝宝手甲,50
170004883,黑手甲,50
170004884,青铜战神拳套,60
170004885,赤红战神拳套,60
170004886,蓝宝战神拳套,60
170004887,黑战神拳套,60
170004888,红闪电甲,70
170004889,绿闪电甲,70
170004890,蓝闪电甲,70
170004891,黑闪电甲,70
170004892,小枫叶拳,35
170004893,龙之拳,80
170004894,枫叶拳,43
170004895,虎纹拳套,90
170004896,朱矿斗拳,20
170004897,黑手甲,35
170004898,黑战神拳套,50
170004899,黑闪电甲,60
170004900,龙之拳,70
170004901,朱矿斗拳,20
170004902,黑手甲,35
170004903,黑战神拳套,50
170004904,黑闪电甲,60
170004905,龙之拳,70
170004906,Unknown,10
170004907,朱矿斗拳,20
170004908,黑手爪,35
170004909,黑战神拳爪,50
170004910,黑闪电甲,60
170004911,龙之拳,70
170004912,寒木升龙拳,110
170004913,碧水落龙拳,110
170004914,逆龙咆哮拳,100
170004915,信玄,55
170004916,枫叶定天拳,64
170004917,枫叶3年旗,30
170004918,粉色花边游泳圈,30
170004919,新加坡旗 (拳爪),30
170004920,马来西亚旗 (拳爪),30
170004921,初级飞侠拳套,10
170004922,太空黑洞,70
170004923,魔法手套,8
170004924,Neva(XXMS),50
170004925,Kuma(XXMS),10
170004926,Kumasuma(XXMS),40
170004927,Kumamagna(XXMS),80
170004928,永恒大悲赋,120
170004929,Steel Avarice for Transformation(XXMS),40
170004930,Unknown,120
170004931,Raven's Claw(XXMS),80
170004932,Night Raven's Claw(XXMS),90
170004933,黎明乌之爪,90
170004934,黄昏乌之爪,80
170004935,Unknown,30
170004936,Unknown,110
170004937,Unknown,8
170004938,Unknown,80
170004939,Unknown,90
170004940,Unknown,110
170004941,Unknown,58
170004942,Unknown,35
170004943,Unknown,20
170004944,指套,10
170004945,拳甲,15
170004946,格斗指虎,20
170004947,三日月冲拳,25
170004948,全覆式拳甲,30
170004949,双翼拳甲,35
170004950,刺棘拳甲,40
170004951,蛇吻,50
170004952,列翼拳甲,60
170004953,强袭拳甲,70
170004954,破坏者,80
170004955,三刃雪钩,90
170004956,剑龙拳甲,100
170004957,撕裂者,110
170004958,新手专用指套,10
170004959,全覆式拳甲,20
170004960,恶魔爪,35
170004961,列翼拳甲,50
170004962,强袭拳甲,60
170004963,破坏者,70
170004964,枫叶拳甲,35
170004965,枫叶风暴指,43
170004966,枫叶金爪,64
170004967,永恒孔雀翎,120
170004968,Unknown,120
170004969,Unknown,30
170004970,Unknown,30
170004971,Unknown,30
170004972,Unknown,80
170004973,Unknown,90
170004974,Unknown,110
170004975,Unknown,35
170004976,短枪,10
170004977,单发手铳,15
170004978,大型手铳,20
170004979,突击手铳,25
170004980,银枪,30
170004981,红杰克,35
170004982,黑郁金香,40
170004983,金钱豹,50
170004984,速射手铳,60
170004985,重装手铳,70
170004986,雷明顿,80
170004987,鲁格,90
170004988,金枪,100
170004989,枭龙,110
170004990,新手专用短枪,10
170004991,镀银枪,20
170004992,猞猁,35
170004993,急速手铳,50
170004994,集火手铳,60
170004995,德林杰,70
170004996,枫之枪,35
170004997,枫之风暴手枪,43
170004998,枫之大炮射击者,64
170004999,永恒凤凰铳,120
170005000,改变成阴历射击者  ,0
170005001,Unknown,120
170005002,Unknown,30
170005003,Unknown,30
170005004,Kyrin's Pistol,10
170005005,Unknown,110
170005006,Unknown,30
170005007,Unknown,80
170005008,Unknown,90
170005009,Unknown,58
170005010,Unknown,35
170005011,战士第一转技能效果14天,0
170005012,魔法师第一转技能效果14天,0
170005013,弓箭手第一转技能效果14天,0
170005014,飞侠第一转技能效果14天,0
170005015,战士第一/二转技能效果,0
170005016,魔法师第一/二转技能效果,0
170005017,弓箭手第一/二转技能效果,0
170005018,飞侠第一/二转技能效果,0
170005019,星战激光剑,0
170005020,玫瑰花束,0
170005021,玩具弹弓(褐),0
170005022,玩具弹弓(蓝),0
170005023,天使星星棒,0
170005024,黄彩棒,0
170005025,红彩棒,0
170005026,绿彩棒,0
170005027,礼物包,0
170005028,虎爪手套,0
170005029,橙色充气榔头,0
170005030,紫色充气榔头,0
170005031,苍蝇拍,0
170005032,熊宝宝,0
170005033,喇叭枪,0
170005034,网兜,0
170005035,玩具彩箱,0
170005036,兔宝宝,0
170005037,香蕉冰激淋,0
170005038,蓝色大抱枕,0
170005039,棒棒糖,0
170005040,黑色电吉他,0
170005041,褐色电吉他,0
170005042,绿色电吉他,0
170005043,黄金天使弓,0
170005044,蓝宝天使弓,0
170005045,黄金天使弩,0
170005046,杰迪武士激光剑,0
170005047,甜甜面包圈,0
170005048,白猫拳,0
170005049,光轮2006,0
170005050,双古剑,0
170005051,羽扇,0
170005052,孙家之杖,0
170005053,青龙偃月刀,0
170005054,曹家之弓,0
170005055,光轮2006,0
170005056,茶壶,0
170005057,星座拳套,0
170005058,星座网兜,0
170005059,星座弓,0
170005060,星座叉子,0
170005061,麦克风,0
170005062,便便棍子,0
170005063,突击步枪,0
170005064,向日葵,0
170005065,星座弩,0
170005066,雪杖,0
170005067,洗澡用手巾,0
170005068,雪人手套,0
170005069,手机,0
170005070,灯笼,0
170005071,足球头盔 (垒),0
170005072,足球头盔 (离),0
170005073,足球爪,0
170005074,征战弓,0
170005075,黄色电吉他,0
170005076,蓝色电吉他,0
170005077,如来神掌,0
170005078,仙人掌,0
170005079,闪耀之弓,0
170005080,烈焰神拳,0
170005081,寒冰神拳,0
170005082,剪刀,0
170005083,石头,0
170005084,布,0
170005085,校园风拎包,0
170005086,拉拉队毛巾(英国) ,0
170005087,拉拉队毛巾(法国) ,0
170005088,拉拉队毛巾(巴西) ,0
170005089,运动护带,0
170005090,拉拉队毛巾(日本) ,0
170005091,闪光大剑,0
170005092,蓝闪耀之弩,0
170005093,粉红闪耀之弩,0
170005094,美国拉拉队毛巾,0
170005095,墨西哥拉拉队毛巾,0
170005096,澳洲拉拉队毛巾,0
170005097,芭蕉扇,0
170005098,蓝色激光剑,0
170005099,绿色激光剑,0
170005100,紫色激光剑,0
170005101,天琴弓,0
170005102,指手套,0
170005103,风车,0
170005104,青蛙拳套,0
170005105,鼓具鸡,0
170005106,红色铅笔,0
170005107,专用刷子,0
170005108,糖果锤,0
170005109,羽绒棒,0
170005110,网球拍,0
170005111,南瓜拐杖,0
170005112,毛驴拐杖,0
170005113,疯牛,0
170005114,Frog Glove(XXMS),0
170005115,比萨饼盘,0
170005116,小提琴,0
170005117,透明拳套,0
170005118,圣诞钟,0
170005119,Starblade(XXMS),0
170005120,粉色遮阳伞,0
170005121,巨无霸冰淇淋,0
170005122,心钥匙,0
170005123,巧克力罐,0
170005124,大奶糖,0
170005125,七彩棒棒果,0
170005126,嫣红玫瑰,0
170005127,冰蓝玫瑰,0
170005128,果黄玫瑰,0
170005129,如意金箍棒,0
170005130,雪猪仔棒,0
170005131,温莉的叶子,0
170005132,玫瑰花。,0
170005133,中国结（红色）,0
170005134,中国结（蓝色）,0
170005135,亚努斯的剑,0
170005136,装备#c除了短枪和指节外，其他武器#都可以使用的天使夏其尔的剑。,0
170005137,装备#c除了短枪和指节外，其他武器#都可以使用的恶魔比耶莫特的剑。,0
170005138,海豹枕,0
170005139,大禅杖,0
170005140,八戒钉耙,0
170005141,我的朋友小喵喵,0
170005142,礼物心心棒,0
170005143,蓝色闪耀之弓,0
170005144,水枪,0
170005145,绿色闪耀之弓,0
170005146,紫色闪耀之弓,0
170005147,红色闪耀之弓,0
170005148,企鹅王喙,0
170005149,第二周年绿水灵法杖,0
170005150,钢拳,0
170005151,埃及蛇杖,0
170005152,复仇爪,0
170005153,雪之花,0
170005154,Unknown,0
170005155,大火腿,0
170005156,钩子拳套,0
170005157,巨兰花,0
170005158,我的好朋友小汪汪,0
170005159,天使魔力棒,0
170005160,注射器,0
170005161,断剑,0
170005162,幽冥鬼爪,0
170005163,幽冥鬼杖,0
170005164,幽冥鬼斧,0
170005165,方便铲,0
170005166,熔岩刀,0
170005167,冰凌刀,0
170005168,死神之剑,0
170005169,焰舌龙,0
170005170,魔剑,0
170005171,霹雳雷光剑,0
170005172,绚丽彩虹,0
170005173,火鸡叉,0
170005174,燃烧软糖,0
170005175,自动小手抢,0
170005176,暗夜流星指节,0
170005177,野生虎爪指节,0
170005178,小汪汪,0
170005179,考拉,0
170005180,热狗叉,0
170005181,兔兔双截棍,0
170005182,同班男生,0
170005183,圣诞树拐杖,0
170005184,闪光手指,0
170005185,闪亮圣诞树,0
170005186,同班女生,0
170005187,电击拳甲,0
170005188,聚会乐炮,0
170005189,拍档小鸟,0
170005190,闪电雷光剑,0
170005191,美丽花蝴蝶,0
170005192,热狗环,0
170005193,Unknown,0
170005194,强力杀虫剂,0
170005195,Unknown,0
170005196,蓝蓝天空枕头,0
170005197,暗夜极光,0
170005198,橡皮鸭子,0
170005199,洛丽波板糖,0
170005200,夕阳极光,0
170005201,海蓝极光,0
170005202,白与黄极光,0
170005203,Unknown,0
170005204,蓝色极光,0
170005205,粉色极光,0
170005206,大钳螃蟹,0
170005207,Unknown,0
170005208,Unknown,0
170005209,毛巾鞭,0
170005210,Unknown,0
170005211,Unknown,0
170005212,彩色雨伞,0
170005213,透明雨伞,0
170005214,骷髅棒,0
170005215,Unknown,0
170005216,Unknown,0
170005217,Unknown,0
170005218,旋律提琴,0
170005219,Unknown,0
170005220,驯鹿拐杖,0
170005221,Unknown,0
170005222,Unknown,0
170005223,异界之器,0
170005224,Unknown,0
170005225,Unknown,0
170005226,Unknown,0
170005227,Unknown,0
170005228,黄鸭子游泳圈,0
170005229,哑铃,0
170005230,Unknown,0
170005231,透明杖,0
170005232,粉红缤缤,0
170005233,礼花罐,0
170005234,Unknown,0
170005235,透明武器,0
170005236,Unknown,0
170005237,Unknown,0
170005238,Unknown,0
170005239,Unknown,0
170005240,Unknown,0
170005241,Unknown,0
170005242,Unknown,0
170005243,Unknown,0
170005244,Unknown,0
170005245,Unknown,0
170005246,太阳效果,0
170005247,星月效果,0
170005248,彩虹效果,0
170005249,小恶魔效果,0
170005250,潜水中,0
170005251,求爱人,0
170005252,小天使效果,0
170005253,通缉效果,0
170005254,幸运儿效果,0
170005255,红五星效果,0
170005256,一起玩吧,0
170005257,我要自己玩,0
170005258,平衡器,0
170005259,烟火,0
170005260,乌云,0
170005261,777效果,0
170005262,警铃,0
170005263,星星,0
170005264,微笑,0
170005265,爱心,0
170005266,加油！Korea！,0
170005267,白骨效果,0
170005268,闪亮小星星,0
170005269,怦怦小红心,0
170005270,玩具小鸭家族,0
170005271,恐怖的幽灵,0
170005272,Indigo Dracula,0
170005273,上火面膜,0
170005274,寒冰斗魂,0
170005275,红焰斗魂,0
170005276,雷电斗魂,0
170005277,我的男友,0
170005278,我的女友,0
170005279,哆嗦,0
170005280,圣诞树人型立牌,0
170005281,寒冬雪人人型立牌,0
170005282,瀑布,0
170005283,耀眼镁光灯,0
170005284,啦啦啦音符,0
170005285,嗡嗡小蜜蜂,0
170005286,眼光,0
170005287,幻影残像,0
170005288,被雷劈,0
170005289,枫之冠,0
170005290,枫之冠,0
170005291,枫之冠,0
170005292,霓虹圣诞树,0
170005293,圣诞礼物雪橇,0
170005294,圣诞萤火虫,0
170005295,圣诞华丽丽,0
170005296,太空飞船,0
170005297,生命之神,0
170005298,花妖精,0
170005299,中国加油,0
170005300,黑暗怒火,0
170005301,颂歌效果,0
170005302,红桃A效果,0
170005303,怪物变身中,0
170005304,水弹,0
170005305,纸飞机,0
170005306,气功,0
170005307,星鱼,0
170005308,飞棒球,0
170005309,橄榄球,0
170005310,板擦,0
170005311,爱的爱心,0
170005312,小熊镖,0
170005313,小企鹅王镖,0
170005314,红豆馒头,0
170005315,骷髅飞镖,0
170005316,南瓜派,0
170005317,海盗炸弹,0
170005318,便便镖,0
170005319,小鸡镖,0
170005320,魔蛋,0
170005321,战龙陀螺,0
170005322,潮镖,0
170005323,爆破绵羊,0
170005324,盘子,0
170005325,大头蝙蝠,0
170005326,精灵商人七日权,0
170005327,精灵商人一日权,0
170005328,熊熊便利店 : 7日权,0
170005329,熊熊便利店 : 1日权,0
170005330,机器人自卖机7日卷,0
170005331,机器人自卖机1日卷,0
170005332,Mushroom House Elf,0
170005333,小甜甜商人: 7日权,0
170005334,小甜甜商人: 1日权,0
170005335,奶奶商人: 7日权,0
170005336,奶奶商人: 1日权,0
170005337,Tiki Torch Store,0
170005338,缩地石,0
170005339,可乐翅膀,0
170005340,高级瞬移之石,0
170005341,豫园高级瞬移之石,0
170005342,高级瞬移之石,0
170005343,洗能力点卷轴,0
170005344,洗1转技能点卷轴,0
170005345,洗2转技能点卷轴,0
170005346,洗3转技能点卷轴,0
170005347,洗4转技能点卷轴,0
170005348,道具取名,0
170005349,封印之锁,0
170005350,孵蛋器,0
170005351,蓝喇叭,0
170005352,红喇叭,0
170005353,高质地喇叭,0
170005354,心脏高级喇叭,0
170005355,白骨高级喇叭,0
170005356,冒险岛TV消息,0
170005357,闪星冒险岛TV消息,0
170005358,爱心冒险岛TV消息,0
170005359,广播消息,0
170005360,闪星广播消息,0
170005361,爱心广播消息,0
170005362,道具喇叭,0
170005363,缤纷喇叭,0
170005364,真情告白,0
170005365,节日祝贺横幅,0
170005366,生日祝贺横幅,0
170005367,冥界幽靈,0
170005368,请柬,0
170005369,小白雪人,0
170005370,红心巧克力,0
170005371,日光精灵,0
170005372,红独角狮,0
170005373,黄独角狮,0
170005374,蓝独角狮,0
170005375,飘礼物,0
170005376,甜心,0
170005377,花瓣雨,0
170005378,棒棒糖,0
170005379,飘枫叶,0
170005380,鞭炮,0
170005381,漂可乐,0
170005382,Spirit Haunt,0
170005383,圣诞袜子,0
170005384,圣诞袜,0
170005385,放鞭炮,0
170005386,格斗精灵,0
170005387,韩国足球之咒,0
170005388,足球热,0
170005389,参鸡汤,0
170005390,松糕,0
170005391,韩果,0
170005392,小魔女,0
170005393,圣诞树铃铛,0
170005394,生日祝贺,0
170005395,火红玫瑰,0
170005396,浪漫樱花,0
170005397,蹦蹦跳鱼形馒头,0
170005398,雪孩子,0
170005399,巧克力糖果,0
170005400,Water Splash,0
170005401,熊宝宝,0
170005402,护身符,0
170005403,白狼,0
170005404,蓝色个人商店,0
170005405,粉红个人商店,0
170005406,朱黄个人商店,0
170005407,绿色个人商店,0
170005408,Holiday Store Permit,0
170005409,混种石头人,0
170005410,骷髅士兵,0
170005411,废弃都市美发店普通会员卡,0
170005412,废弃都市美发店高级会员卡,0
170005413,天空之城美发店普通会员卡,0
170005414,天空之城美发店高级会员卡,0
170005415,玩具城美发店一般会员卡,0
170005416,玩具城美发店高级会员卡,0
170005417,昭和美发店一般会员卡,0
170005418,昭和美发店高级会员卡,0
170005419,射手村美发店一般会员卡,0
170005420,堕落都市美发店一般会员卡,0
